timestamp,question,answer,feedback_type,user_id
2025-08-12 15:08:13,복지용구 급여갱신 언제지?,"복지용구 급여유효기간 갱신 일정 안내신청대상:• 2025년 12월 31일에 급여유효기간이 만료 예정인 복지용구 55개 제품신청방법 및 기간:• 신청방법: 공급업체가 전산처리를 통해 신청• 전산처리 경로: 공급업체 로그인 → 복지용구신청 → 복지용구 급여유효기간 갱신 신청 등록• 접수기간: 2025년 10월 1일부터 2025년 10월 31일까지⚠️  주의사항: 접수기간을 초과하면 전산입력이 불가하여 갱신 신청이 불가능하므로, 반드시 기간 내에 전산등록을 완료해 주세요.📞  문의: 요양자원실 건강보험고령친화연구센터 연구4팀 033-736-1899위 내용을 참고하시어 복지용구 급여유효기간 갱신을 준비해 주시기 바랍니다. 추가적인 문의사항이 있으시면 국민건강보험공단에 연락해 주세요.",dislike,user_cus02iwyu_1754978284474
2025-08-12 16:15:49,복지용구 신청방법,"복지용구 신청방법:복지용구를 신청하시려면 다음의 절차를 따라주시면 됩니다.신청 절차:1️⃣ 온라인 신청:     복지용구 신규 급여결정신청은 온라인으로 진행됩니다.     ⚠️  주의사항: 온라인 신청은 엣지(구. 익스플로러) 브라우저에서만 가능합니다. 크롬 등 다른 브라우저는 지원되지 않으니 유의해 주세요.2️⃣ 서류 준비:     신청을 위해 필요한 서류를 준비하셔야 합니다.     • 사업자등록증 사본     • 법인등기부등본 (말소사항 포함)     • 복지용구 품목별 소독업무 매뉴얼 등3️⃣ 제출 방법:     준비된 서류는 등기우편으로 제출하셔야 합니다.     • 제출처: 강원도 원주시 건강로 32, 국민건강보험공단 23층 요양자원실 복지용구부     • 문의처: 제품서류 관련 문의는 033-736-1987로 연락해 주세요.4️⃣ 신청 요건:     신청 제품은 다음 요건을 충족해야 합니다.     • 최근 1년간 200개 이상 또는 5,000만원 이상 국내 판매 실적이 있는 제품     • 고령친화우수제품으로 지정된 경우, 사용성 평가 필수5️⃣ 유의사항:     • 모든 서류는 유효기간 내에 발급된 것만 인정됩니다.     • 신청 제품과 서류상의 제품명 및 모델명이 일치해야 합니다.📞  문의: 추가적인 문의사항이 있으시면 국민건강보험공단에 연락해 주세요.이렇게 준비하시면 복지용구 신청을 원활하게 진행하실 수 있습니다. 도움이 필요하시면 언제든지 문의해 주세요.",dislike,user_36b3o1b7r_1754982909703
2025-08-12 16:17:21,본인부담률,"본인부담률:✅  일반 대상자: 15%입니다. 일반적으로 복지용구를 이용하실 때는 이 비율을 부담하셔야 합니다.✅  저소득층: 5%로, 소득이 낮으신 분들은 더 낮은 비율로 부담하실 수 있습니다.⚠️  주의사항: 소득 기준에 따라 본인부담률이 달라질 수 있으니, 반드시 본인의 소득 상황을 확인하시고 적용되는 비율을 확인하셔야 합니다.📞  문의: 더 자세한 사항은 국민건강보험공단에 문의하시면 정확한 정보를 얻으실 수 있습니다.",dislike,user_36b3o1b7r_1754982909703
2025-08-12 16:52:46,본인부담률,본인부담률:✅  일반 대상자: 15%✅  저소득층: 5%⚠️  주의사항: 소득 기준에 따라 달라질 수 있습니다.📞  문의: 국민건강보험공단에 확인해 주세요.,dislike,user_cbhe9wfa7_1754984641125
2025-08-12 16:52:46,본인부담률,본인부담률:✅  일반 대상자: 15%✅  저소득층: 5%⚠️  주의사항: 소득 기준에 따라 달라질 수 있습니다.📞  문의: 국민건강보험공단에 확인해 주세요.,dislike,user_cbhe9wfa7_1754984641125
2025-08-12 16:52:48,하이메디 접이식지팡이 가격이 얼마인가요?,"가격 안내:• 하이메디 접이식지팡이 (L): 25,000원• 하이메디 접이식지팡이 (S): 25,000원두 가지 사이즈 모두 동일한 가격입니다. 추가적인 정보가 필요하시면 언제든지 문의해 주세요.",like,user_cbhe9wfa7_1754984641125
2025-08-12 16:53:50,본인부담률,"제목복지용구 본인부담률 안내본인부담률:✅  본인부담률: 복지용구를 이용하실 때, 본인부담률은 15%입니다. 이는 복지용구를 대여하거나 구입할 때, 전체 비용 중에서 본인이 부담해야 하는 비율을 의미합니다.✅  환급 가능: 등급이 인정된 이후에는 본인부담금을 제외한 나머지 금액을 환급받을 수 있습니다. 예를 들어, 등급 인정일 이후부터는 급여 적용이 가능하여 일부 금액을 환급받을 수 있습니다.⚠️  주의사항: 등급 인정일 기준으로 환급이 가능하므로, 등급 인정 통보 후 구입 또는 대여 시점과 내역을 공단에 제출해야 합니다.📞  문의: 구체적인 사항은 국민건강보험공단에 문의해 주세요.주의: 본인부담률은 복지용구의 종류나 개인의 상황에 따라 다를 수 있으니, 반드시 관련 기관에 확인하시기 바랍니다.",dislike,user_cbhe9wfa7_1754984641125
2025-08-12 16:56:07,복지용구 본인부담률이 어떻게 되나요,"제목복지용구 본인부담률 안내본인부담률:복지용구를 이용하실 때, 본인부담률은 다음과 같이 적용됩니다:- 일반 대상자: 본인부담률은 15%입니다.- 감경 대상자 (보험료 순위 25% 초과 50% 이하): 본인부담률은 9%입니다.- 감경 대상자 (보험료 순위 25% 이하): 본인부담률은 6%입니다.- 타 법령에 따른 의료급여 수급자: 본인부담률은 6%입니다.- 국민기초생활 보장법에 따른 의료급여 수급자: 본인부담금이 면제됩니다.주의사항:⚠️ 본인부담률은 수급자의 보험료 순위에 따라 다르게 적용되므로, 본인의 상황에 맞는 부담률을 확인하시기 바랍니다.📞  문의: 자세한 사항은 국민건강보험공단에 문의해 주세요.이렇게 본인부담률을 이해하시면 복지용구 이용 시 도움이 되실 것입니다. 추가로 궁금한 점이 있으시면 언제든지 문의해 주세요.",like,user_cbhe9wfa7_1754984641125
2025-08-12 17:01:46,와 비 많이온다,"죄송합니다. 저는 노인복지용구 전문 상담 챗봇입니다. 복지용구 신청, 품목, 비용, 자격조건 등에 대해서만 답변할 수 있어요. 복지용구와 관련된 궁금한 점이 있으시면 언제든 물어보세요!",like,user_arebmrl6z_1754985635327
2025-08-12 17:01:48,복지용구 자격 확인은 어떻게 하나요?,"제목복지용구 자격 확인 방법신청 자격:복지용구를 신청하기 위해서는 다음과 같은 자격 요건을 충족해야 합니다.• 최근 1년간 200개 또는 5,000만원 이상 국내 판매 실적이 있는 제품이어야 합니다. 이 실적은 소매 판매에 한정됩니다.• 고령친화우수제품으로 지정된 경우, 최근 1년간 200개 또는 5,000만원 이상 국내 제조·수입 실적이 있어야 합니다.• 신청 제품은 개별 시험 규격(KS, 단체 표준, 안전 기준 부속서 등)을 충족해야 하며, 모든 시험 항목을 만족해야 합니다.주의사항:⚠️ 모든 입증 서류는 유효 기간 내의 서류만 인정되며, 유효 기간이 없는 경우 최근 1년 이내 발급된 서류만 인정됩니다.⚠️ 신청 제품을 구성하는 모든 구성품에 대한 입증 서류를 제출해야 하며, 서류 상의 업체명/제품명이 신청 제품과 일치해야 합니다.문의:📞 제품 서류 관련 문의는 복지용구2팀(033-736-1986)으로, 가격 서류 관련 문의는 복지용구3팀(033-736-1993, 1994)으로 연락해 주세요.안내:복지용구 자격 확인에 대한 더 자세한 정보는 국민건강보험공단에 문의하시기 바랍니다. 확실하지 않은 내용은 공단에 직접 확인해 주세요.",dislike,user_arebmrl6z_1754985635327
2025-08-12 17:10:46,그럼 전동휠체어를 빌릴수있는조건은 뭐야?,"제목전동휠체어 대여 조건 안내대여 조건:전동휠체어는 대여 가능한 복지용구로, 보행이 불가능하거나 장시간 보행이 어려운 경우에 사용됩니다. 대여를 위해서는 다음과 같은 조건을 충족해야 합니다:1️⃣ 장기요양등급: 전동휠체어를 대여하려면 장기요양등급을 받은 수급자여야 합니다. 장기요양등급은 어르신의 신체 상태와 일상생활 수행 능력을 평가하여 부여됩니다.2️⃣ 대여 기간: 전동휠체어의 대여 가능 햇수는 10년입니다. 이 기간 내에서 대여가 가능합니다.3️⃣ 대여 비용: 대여 비용은 월 단위로 산정되며, 대여 시작일과 종료일에 따라 일자별로 나누어 산정됩니다. 연속된 대여 일수가 15일 미만인 경우에는 15일로 간주하여 산정합니다.주의사항:⚠️ 전동휠체어는 의료기관에 입원한 동안에는 이용이 제한됩니다. 단, 대여 중 입원한 경우에는 입원 기간 중 최대 15일까지 급여 산정이 가능합니다.📞  문의: 전동휠체어 대여에 대한 자세한 사항은 관련 기관에 문의하시기 바랍니다.안내 마무리:전동휠체어 대여를 고려 중이시라면, 위의 조건을 확인하시고 필요 시 관련 기관에 문의하여 정확한 정보를 얻으시기 바랍니다. 추가적인 정보가 필요하시면 언제든지 문의해 주세요.",dislike,user_y1oo28sed_1754985857152
2025-08-12 17:50:46,복지용구 급여유효기간 갱신 실시일정,제목: 복지용구 급여유효기간 갱신 실시일정신청 대상:- 2025.12.31. 급여유효기간 만료 예정인 복지용구 55개 제품- 2025.10.16. 급여유효기간 만료 예정인 복지용구 25개 제품신청 방법 및 기간:- 방법: 공급업체가 신청일자에 맞춰 전산처리  - 경로: 공급업체 로그인 → 복지용구신청 → 복지용구 급여유효기간 갱신신청 등록  - 전산처리 매뉴얼: [붙임] 복지용구 급여유효기간 갱신업무 관련 전산프로그램 사용 매뉴얼(공급업체) 참조- 기간:  - 2025.10.1. ~ 2025.10.31. (1개월)  - 2025.7.18. ~ 2025.8.17. (1개월)⚠️  주의사항: 접수기간을 초과하면 공급업체가 전산으로 갱신신청이 불가하므로 반드시 기간 내에 전산등록하시기 바랍니다.문의:📞  2025년 제3차 갱신 관련: 요양자원실 건강보험고령친화연구센터 연구3팀 033-736-1887📞  2025년 제4차 갱신 관련: 요양자원실 건강보험고령친화연구센터 연구4팀 033-736-1899추가 정보:- 배회감지기(GPS형) 품목은 별도 처리 사항 없음- 급여유효기간 갱신 신청은 공단이 운영하는 전산시스템을 활용하여 신청하는 것을 원칙으로 함⚠️  주의사항: 구체적인 정보는 제공된 자료를 참고하세요.,like,user_ccibaqm6r_1754988496835
2025-08-13 11:46:32,전동휠체어 급여 조건,"전동휠체어 급여 조건급여 대상자:• 전동휠체어는 장기요양인정서에 재가급여 또는 가족요양비 지급 대상자로 표시된 경우에 한해 이용이 가능합니다.• 노인요양시설에 입소한 어르신은 전동휠체어를 구입하거나 대여할 수 없습니다.급여 방식:• 구입방식: 전동휠체어를 직접 구입하여 사용하는 방식입니다.• 대여방식: 전동휠체어를 일정 기간 대여하여 사용하는 방식입니다.급여비용 본인부담률:• 일반 대상자: 15%• 감경 대상자 (보험료 순위 25% 초과 50% 이하): 9%• 감경 대상자 (보험료 순위 25% 이하): 6%• 타 법령에 따른 의료급여 수급자: 6%• 국민기초생활 보장법에 따른 의료급여 수급자: 면제급여비용 연한도액:• 수급자는 복지용구 급여를 연한도액 범위 안에서 제공받을 수 있습니다.• 연한도액 적용 기간: 수급자의 최초 인정 유효기간 개시일로부터 1년• 한도 금액: 연간 160만 원• 복지용구 급여비용(= 본인부담금 + 공단부담금)은 구입과 대여 비용을 합산하여 계산합니다.• 연한도액 초과 시: 초과 금액은 전액 본인 부담주의사항:⚠️ 전동휠체어는 타 법령에 의해 지급받은 경우 급여가 제한될 수 있습니다. 예를 들어, 건강보험법에 따른 수동휠체어와 같은 경우입니다.📞  문의: 구체적인 정보는 관련 기관에 확인해 주세요.",dislike,user_jdco33che_1755053057835
2025-08-13 11:47:40,전동휠체어 급여 조건,"전동휠체어 급여 조건급여 대상자:• 전동휠체어는 장기요양인정서에 재가급여 또는 가족요양비 지급 대상자로 표시된 경우에 한해 이용이 가능합니다.• 노인요양시설에 입소한 어르신은 전동휠체어를 구입하거나 대여할 수 없습니다.급여 방식:• 구입방식: 전동휠체어를 직접 구입하여 사용하는 방식입니다.• 대여방식: 전동휠체어를 일정 기간 대여하여 사용하는 방식입니다.급여비용 본인부담률:• 일반 대상자: 15%• 감경 대상자 (보험료 순위 25% 초과 50% 이하): 9%• 감경 대상자 (보험료 순위 25% 이하): 6%• 타 법령에 따른 의료급여 수급자: 6%• 국민기초생활 보장법에 따른 의료급여 수급자: 면제급여비용 연한도액:• 수급자는 복지용구 급여를 연한도액 범위 안에서 제공받을 수 있습니다.• 연한도액 적용 기간: 수급자의 최초 인정 유효기간 개시일로부터 1년• 한도 금액: 연간 160만 원• 복지용구 급여비용(= 본인부담금 + 공단부담금)은 구입과 대여 비용을 합산하여 계산합니다.• 연한도액 초과 시: 초과 금액은 전액 본인 부담입니다.주의사항:⚠️ 전동휠체어는 타 법령에 의해 지급받은 경우 급여가 제한될 수 있습니다. 예를 들어, 건강보험법에 따른 수동휠체어와 같은 경우입니다.📞  문의: 구체적인 정보는 관련 기관에 확인해 주세요.",dislike,user_jdco33che_1755053057835
2025-08-13 15:04:54,보청기급여조건,"보청기 급여 조건급여 대상자 세부 인정 기준:1️⃣ 편측: 청각장애인(청력장애 한정)으로, 보청기 사용이 일상생활에 도움이 된다고 이비인후과 전문의가 판단한 경우2️⃣ 양측: 편측 급여 대상자 중 아래 조건을 모두 충족한 경우- 15세 이하 청각장애인- 양측 난청 (80dB 미만)- 양측 어음명료도 ≥ 50%- 양측 순음청력역치 차이 ≤ 15dB- 양측 어음명료도 차이 ≤ 20%3️⃣ 제외 대상: 의식이 명료하지 않거나 보청기 사용이 불가능하다고 전문의가 판단한 경우처방 가능한 전문의:- 청각장애: 이비인후과급여 절차 및 제출서류:1️⃣ 병원 진료 및 처방:- 이비인후과에서 보장구 처방전 및 청력검사 결과지 발급2️⃣ 보청기 구입:- 공단 등록 보청기 센터에서 구매- 다음 서류 수령:  - 세금계산서 또는 카드 전표  - 바코드 식별 가능한 보청기 사진  - 보청기 구매 표준계약서(보험급여용)  - 의료기기 판매업 신고증 사본 등3️⃣ 보청기 검수:- 보청기 착용 후 1개월 경과 후- 이비인후과에서 보조기기 검수확인서 발급 (별지 제23호 서식)- 검수 결과 청력 개선 효과 있다고 판단되면 급여 가능4️⃣ 급여비 청구:- 제출서류:  - 보조기기급여비 지급청구서 (별지 제21호 서식)  - 보조기기 처방전 (별지 제22호 서식)  - 보조기기 검수확인서 (별지 제23호 서식)  - 세금계산서 또는 카드 전표 (거래명세서 포함)  - 바코드 식별 가능한 보조기기 사진⚠️  주의사항: 처방전 발급일(급여결정 통보일)로부터 6개월 이내 구입한 제품만 급여 가능📞  문의: 구체적인 정보는 국민건강보험공단에 확인해 주세요.",like,user_84uvhxut8_1755065059253
2025-08-13 15:06:46,전동휠체어 급여 조건,"전동휠체어 급여 조건급여 대상자 세부 인정 기준:- 지체/뇌병변장애: 평지에서 100m 이상 보행이 불가능하고, 팔의 맨손 근력검사 결과가 최대근력 3등급 이하인 경우- 심장장애: 운동부하 검사 결과 2~4 METs 미만 또는 평지보행이 불가능하며, 팔 근력이 3등급 이하인 경우- 호흡기장애: BODE Index 기준 8점 이상 또는 팔 근력이 3등급 이하인 경우공통 기준:- MMSE 인지검사: 24점 이상- MBI 일상생활동작검사: ""적합"" 판정- 운전면허 보유자 또는 조작 가능 판단 가능한 자처방 가능한 전문의:- 지체/뇌병변장애: 재활의학과, 정형외과, 신경외과, 신경과, 외과- 심장장애: 재활의학과, 내과(순환기분과), 흉부외과- 호흡기장애: 재활의학과, 내과(호흡기/알레르기분과), 흉부외과, 결핵과급여 절차 및 제출서류:1. 병원 진료 및 처방:   - 전문의 진료 후 전동휠체어 처방전 및 MMSE, MBI, 근력검사 결과지 발급2. 급여승인 신청:   - 보조기기 급여승인신청서, 처방전, 검사결과지 등을 국민건강보험공단에 제출하여 승인 신청3. 전동휠체어 구입:   - 공단 등록된 판매업소에서 구입   - 세금계산서 또는 카드 전표 수령 및 바코드 사진 확보4. 급여비 청구 및 환급:   - 급여비 지급청구서 제출 후 약 2~3주 후 공단으로부터 환급유의사항:- 급여결정 통보일로부터 6개월 이내 구입 시만 급여 가능- 내부기관 장애나 지체장애 중복 보유한 경우도 인정 가능⚠️  주의사항: 구체적인 정보는 제공된 자료를 참고하세요.📞  문의: 관련 기관에 확인해 주세요.",like,user_84uvhxut8_1755065059253
2025-08-13 15:10:35,오늘 떡볶이 어디 종류 먹을까?,"죄송합니다. 저는 노인복지용구 전문 상담 챗봇입니다. 복지용구 신청, 품목, 비용, 자격조건 등에 대해서만 답변할 수 있어요. 복지용구와 관련된 궁금한 점이 있으시면 언제든 물어보세요!",like,user_84uvhxut8_1755065059253
