"title","url","content","reg_date","attachments"
"복지용구 예비급여 2차 시범사업 안내","https://www.longtermcare.or.kr/npbs/cms/board/board/Board.jsp?communityKey=B0022&boardId=60167&act=VIEW","<
복지용구 예비급여
 
2
차 시범사업 안내
>


 
 




국민건강보험공단은 장기요양 수급자의 재가생활 지원 및
 
새로운 기술
(
A
I, IOT)
을 활용한 신
(
新
)
품목 확대를 위해 실사용 기반의
 
급여적정성
 
검
증을 위한
 
복지용구 예비급여
 
2
차 시범사업
을 추진하고 있습니다
.


 
 


이
에 따라
,
 
복지용구 예비급여
 
2
차 시범사업 관련 자료를 
게시하오니 참고하시기 바랍니다
.



 
 
○
 
사업기간
:
 
‘
24.9.
~
 
‘25. 8.
 
…
 
필요시 최대
 
12
개월 연장

 
 
○
 
사업지역
:
 
인천
·
경기 권역 내
 
7
개 지역
*

   
 
*
 
경기 고양·
수원·
용인·
부천·
성남·
남양주
,
 
인천 남동구

 
 
○
 
대상품목
:
 
AI
돌봄로봇
,
 
낙상알림시스템
 
2
개 품목
(3
개 제품
)



첨부  1. 복지용구 예비급여 2차 시범사업 개요

       2.
 
복지용구 예비급여
 
2
차 시범사업 안내
(
리플릿
)","20240930","20240930복지용구_예비급여_2차_시범사업_안내_(리플릿).pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MDM0LS0kJA==); 20240930복지용구_예비급여_2차_시범사업_안내(포스터).pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MDMyLS0kJA==); 20240930복지용구_예비급여_2차_시범사업_개요.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc1NDYxLS0kJA==)"
"2025년 하반기 복지용구 신규 급여결정신청 공고(고시・고시외품목)","https://www.longtermcare.or.kr/npbs/cms/board/board/Board.jsp?communityKey=B0022&boardId=60190&act=VIEW","국민건강보험공단 공고 요양자원실
 - 
2025
 - 
제6
호
 
국민건강보험공단 공고 요양자원실
 - 
2025
 - 
제7
호
 
2025년 상반기 복지용구 신규 급여결정신청
 
공고
 
 
 
보건복지부 「
복지용구 급여범위 및 급여기준 등에 관한 고시
」
제
8
조에
 
따른
 
복지용구 신규
 
급여결정신청
 
관련 신청자격
,
 
제출서류 및 방법 등에 대하여 다음과 같이 공고하오니 복지용구 신규
 
품목
·
제품의 급여를 희망하는 제조 또는 수입업체의 
적극적인 참여를
 
바랍니다
.
 
1.
 
신청대상
:
 
복지용구 신규 제품 급여를 희망하는 제조 또는 수입업체
2.
 
접수기간
: 2025.8.18.(월
)
 
~
 8.22.
(금
)
3.
 
접수방법
:
 온라인
(노인장기요양보험 홈페이지
) 신청 및 등기우편(USB) 접수
 
4.
 
문의처
:
 공고문 참조
 
 
 
2025
년 7
월 30
일
 
 
국민건강보험공단 이사장","20250730","20250730[공고]_2025년_하반기_복지용구_신규_급여결정신청(고시외품목)_공고문.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc3MDk5LS0kJA==); 20250730[공고]_2025년_하반기_복지용구_신규_급여결정신청(고시품목)_공고문.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc3MDk4LS0kJA==); 20250730[별첨]_2025년_하반기_복지용구_신규_급여결정신청_공고_서식모음.hwp (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc3MDk3LS0kJA==); 20250730[붙임]_복지용구_신규_급여결정신청_서류_작성방법_등.zip (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc3MDk2LS0kJA==)"
"「2024 나에게 힘이되는 치매가이드북(중앙치매센터)」안내","https://www.longtermcare.or.kr/npbs/cms/board/board/Board.jsp?communityKey=B0022&boardId=60189&act=VIEW","중앙치매센터의 발간자료인「2024 나에게 힘이되는 치매가이드북」을 아래와 같이 안내드리오니 참고하시기 바랍니다.
 
 
﻿","20250716","202507162024_나에게_힘이되는_치매가이드북」.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2OTg2LS0kJA==)"
"복지용구 배회감지기 취급 사업소 목록(2024년 9월)","https://www.longtermcare.or.kr/npbs/cms/board/board/Board.jsp?communityKey=B0022&boardId=60168&act=VIEW","복지용구 배회감지기 이용을 희망하시는 수급자 분들을
 
위해 배회감지기 취급 사업소 목록을 게시하오니 참고
하시기 바랍니다
.




○
 
게시사항
:
 
제품명
,
 
사업소명
,
 
주소
,
 
전화번호 등

 
 
※
 
자료발췌 시점 차이로 인해 즉시 계약 가능한
 
제품이 없을 수 있는 점 참고하시기 바랍

     니다
.




○
 
제품 상세정보
:
 
노인장기요양보험 홈페이지


­  -
알
림·
자료실
 
→
 
복지용구 안내
 
→
 
복지용구 급여
안내
 
e-book

 
 
- 
알
림·
자료실
 
→
 
복지용구 안내
 
→
 
품목별 제품안내
 
→
 
품목명
 
‘
배회감지기
’
 
선택 및 조회","20241018","20241018붙임1.배회감지기_취급_사업소_목록(2024년_9월)_전체.xlsx (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc1NDg1LS0kJA==); 20241018붙임2.배회감지기_취급_사업소_목록(2024년_9월)_제품.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc1NDg0LS0kJA==); 20241018붙임3.배회감지기_취급_사업소_목록(2024년_9월)_사업소.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc1NDgzLS0kJA==)"
"2020년 복지용구 원가관리 안내서","https://www.longtermcare.or.kr/npbs/cms/board/board/Board.jsp?communityKey=B0022&boardId=60081&act=VIEW","복지용구 원가관리 안내서


  




복지용구 제조
·
수입 업체의 공단산출가격
(
원가분석
)
 
이해 증진을
 
위하여
 
「
복지용구 원가관리 안내서
」
 
자료를 게시하오니 업무에 참고하시기 바랍니다
.



  ○
 
기존 안내서
(’19.1
월 발간
)
에서 변경된 부분


    -
 
관련근거 조항 추가


    - 2018
년 기업경영분석 최신 내용 반영


       
(11p
 
간접경비율 산정방법
, 16p
 
유통비용 참고사항
)","20191129","20191129복지용구_원가관리_안내서.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDY3ODQwLS0kJA==)"
"「복지용구 품목별 제품목록 및 급여비용 등에 관한 고시」일부 개정 안내","https://www.longtermcare.or.kr/npbs/cms/board/board/Board.jsp?communityKey=B0022&boardId=60186&act=VIEW","보건복지부고시 제
2025-68
호 
「
복지용구 품목별 제품목록 및 급여비용 등에 관한 고시
」
가 개정되어 
2025
년 5
월 
1
일 부로 시행하오니
,
관련 업무에 참고하시기 바랍니다
.
 
○
개정 내용
가
.
신 규
: 37
개 제품
(9
개 품목
), 2개 품목
나
.
가격조정
: 24
개 제품
(6
개 품목
)
다
.
급여제외
: 23
개 제품
(9
개 품목
)","20250430","20250430「복지용구_품목별_제품목록_및_급여비용_등에_관한_고시」_일부_개정안.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2NTk4LS0kJA==); 20250430「복지용구_품목별_제품목록_및_급여비용_등에_관한_고시」전문.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2NTk3LS0kJA==)"
"2025년 제3차 복지용구 급여유효기간 갱신 신청 공고","https://www.longtermcare.or.kr/npbs/cms/board/board/Board.jsp?communityKey=B0022&boardId=60185&act=VIEW","국민건강보험공단 공고 요양자원실-
2025-
제3
호
 
 
 
2025
년 제3
차 복지용구 급여유효기간 갱신 신청 방법 등 공고
 
 
「복지용구 급여범위 및 급여기준 등에 관한 고시」
 
제
8
조
3
에 따른 복지용구 급여유효기간 갱신 신청 방법 및 관련서식에 대하여 다음과 같이 공고하오니 갱신 대상 제품을 제조 및 
수입하는 공급업체는 아래내용을 참고하여 처리하시기 바랍니다
.
 
 
1.
 
신청대상
 
: 2025.10
.16
.
 
급여유효기간 만료예정인 복지용구
 2
5
개 제품
 
 
2.
 
신청방법
 
가
.
 
공급업체가 접수기간에 맞추어 전산처리
 
 
-
 
전산처리 경로
: 
공급업체 로그인
 
/
 
복지용구신청
 
/
 
복지용구 급여유효기간 갱신 신청 등록
 
 
※
 
전산사용 매뉴얼
: 
「
노인장기요양보험 홈페이지
 
/
 
알림,
자료실
 
/
 
복지용구 안내
 
/
 
공지사항
 
/ (
고정태그
)
 
복지용구 급여유효기간 갱신 업무 관련 전산사용 매뉴얼
(
공급업체
)」
 
게시글 및 첨부자료 참조
 
나
.
 
문의처
 
:
 
요양자원실 건강보험고령친화연구센터 연구3
팀 
033) 736-1887
 3.
 
접수기간
 
:
 
2025. 7. 18. - 2025. 8. 17.
  
※
 
접수기간 초과 시 공급업체 전산입력이 되지 않아 갱신 신청이 불가하므로 이로 인해 불이익이 발생하지 않도록 반드시 기간 내에 전산등록 하시기 바랍니다
.
 
 
2025
년 3
월 28
일
 
 
국민건강보험공단 이사장","20250328","20250328[붙임_1]_2025년_제3차_복지용구_급여유효기간_갱신_신청_안내문.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2Mzk3LS0kJA==); 20250328[붙임_2]_복지용구_급여유효기간_갱신업무_관련_전산사용_매뉴얼(공급업체).pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2Mzk2LS0kJA==)"
"2025년 제4차 복지용구 급여유효기간 갱신 신청 공고","https://www.longtermcare.or.kr/npbs/cms/board/board/Board.jsp?communityKey=B0022&boardId=60187&act=VIEW","2025년 제4차 복지용구 급여유효기간 갱신 신청 공고
 
「복지용구 급여범위 및 급여기준 등에 관한 고시」 제8조3에 따른 복지용구 급여유효기간 갱신 신청 방법 및 관련서식에 대하여 다음과 같이 공고하오니 갱신 대상 제품을 제조 및 수입하는 공급업체는 아래내용을 참고하여 처리하시기 바랍니다.
 
1. 신청대상 : 2025.12.31. 급여유효기간 만료예정인 복지용구 55개 제품
 
2. 신청방법
 가. 공급업체가 접수기간에 맞추어 전산처리
  - 전산처리 경로: 공급업체 로그인 / 복지용구신청 / 복지용구 급여유효기간 갱신 신청 등록
  ※ 전산사용 매뉴얼: 「노인장기요양보험 홈페이지 / 알림,자료실 / 복지용구 안내 / 공지사항 / (고정태그) 복지용구 급여유효기간 갱신 업무 관련 전산사용 매뉴얼(공급업체)」 게시글 및 첨부자료 참조
 나. 문의처 : 요양자원실 건강보험고령친화연구센터 연구4팀 033) 736-1899
3. 접수기간 : 2025. 10. 1. - 2025. 10. 31.
  ※ 접수기간 초과 시 공급업체 전산입력이 되지 않아 갱신 신청이 불가하므로 이로 인해 불이익이 발생하지 않도록 반드시 기간 내에 전산등록 하시기 바랍니다.
 
2025년 6월 30일
 
국민건강보험공단 이사장","20250630","20250630[붙임_1]_2025년_제4차_복지용구_급여유효기간_갱신_신청_안내문.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2ODkzLS0kJA==); 20250630[붙임_2]_복지용구_급여유효기간_갱신_업무_관련_전산프로그램_사용_매뉴얼(공급업체).pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2ODkyLS0kJA==)"
"「복지용구 급여범위 및 급여기준 등에 관한 고시」개정 안내","https://www.longtermcare.or.kr/npbs/cms/board/board/Board.jsp?communityKey=B0022&boardId=60176&act=VIEW","보건복지부 고시 제
2024-253
호
(2024.12.16.)
「
복지용구 급여범위 
및 급여기준 등에 관한 고시
」
가 일부 개정되어
, 
안내하오니 관련
 
업무에 참고하시기 바랍니다
.
 
 
 
 
○ 
주요 내용
 
  - 
복지용구 기본원칙 정립
 
  - 
품목분류체계 개편 및 등재 신청 절차 개선
 
  - 
추가급여신청절차 추가
 
 
  - 
복지용구사업소의 역할 강화
 
  - 
복지용구급여평가위원회 위원 관리 강화
 
  -
〔
별표 
1
〕
과 
〔
별표 
2
〕
수정 및
〔
별표 
3
〕
신설
 
  - 
문구 추가 및 명확화
, 
통일성을 위한 서식 변경
(
별지 
1
호
, 2
호
, 3
호
, 4
호
)
 
및 신설
(
별지 
6
호
)
 
 
 
 
○ 
시행일
: 2024.12.16.(
월
)
 
 
 
 
﻿","20241216","202412161._「복지용구_급여범위_및_급여기준_등에_관한_고시」_일부_개정문.hwp (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc1NzQ1LS0kJA==); 202412162._「복지용구_급여범위_및_급여기준_등에_관한_고시」_개정_전문.hwp (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc1NzQ0LS0kJA==)"
"2025년 상반기 복지용구 신규 급여결정신청 공고","https://www.longtermcare.or.kr/npbs/cms/board/board/Board.jsp?communityKey=B0022&boardId=60184&act=VIEW","국민건강보험공단 공고 요양자원실
 - 
2025
 - 
제3
호
2025년 상반기 복지용구 신규 급여결정신청
 
공고
 
 
 
보건복지부 「
복지용구 급여범위 및 급여기준 등에 관한 고시
」
제
8
조에
 
따른
 
복지용구 신규
 
급여결정신청
 
관련 신청자격
,
 
제출서류 및 방법 등에 대하여 다음과 같이 공고하오니 복지용구 신규
 
품목
·
제품의 급여를 희망하는 제조 또는 수입업체의 
적극적인 참여를
 
바랍니다
.
 
1.
 
신청대상
:
 
복지용구 신규 제품 급여를 희망하는 제조 또는 수입업체
2.
 
접수기간
: 2025.3.13.(목
)
 
~
 3.19.
(수
) 18:00
3.
 
접수방법
:
 온라인
(노인장기요양보험 홈페이지
) 신청
4.
 
문의처
:
 공고문 참조
 
 
2025
년 2
월 19
일
 
 
국민건강보험공단 이사장","20250219","202502192025년_상반기_복지용구_신규_급여결정신청_공고문.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MTg1LS0kJA==); 20250219[별첨]_2025년_상반기_복지용구_신규_급여결정신청_공고_서식모음.hwp (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MTg0LS0kJA==); 20250219[붙임1]_복지용구_신규_급여결정신청_서류_작성방법.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MTgzLS0kJA==); 20250219[붙임2]_복지용구_신규_급여결정신청_온라인_신청절차_안내서.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MTgyLS0kJA==); 20250219[붙임3]_복지용구_신규_급여결정신청_다빈도_문의사항.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MTgxLS0kJA==); 20250219[붙임4]_사진_파일_제출요령.pdf (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MTgwLS0kJA==); 20250219[붙임5]_신규_국내제조_엑셀자료(양식).xlsx (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MTc5LS0kJA==); 20250219[붙임6]_신규_수입_엑셀자료(양식).xlsx (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MTc4LS0kJA==); 20250219[붙임7]_완제품_위탁제조_및_외주가공_엑셀자료(양식).xlsx (https://www.longtermcare.or.kr/npbs/cms/board/Download.jsp?fileId=IUAjJDc2MTc3LS0kJA==)"
