timestamp,question,answer,status,category
2025-08-11 16:45:45,그다음 단계는 없어?,"**신규 급여결정신청 진행절차:**

신규 복지용구의 급여결정신청은 여러 단계로 이루어져 있습니다. 각 단계는 다음과 같습니다:

1️⃣ **신청 및 접수:**

• 신청 기간: **2025년 8월 18일(월) ~ 8월 22일(금)**

• 신청 방법: 온라인(노인장기요양보험 홈페이지) 및 등기우편(USB) 제출

• 주의사항: 등기우편은 마감일인 **2025년 8월 22일(금)**까지 발송된 것만 인정됩니다.

2️⃣ **제품 서류심사 (8~9월):**

• 유통 및 제조(수입) 실적, 규격 충족 입증서류 등 제출

• 적정성 검토: 심사결과 보완 요청을 받은 경우, 통보일로부터 **7일 이내** 보완 및 제출

• 최종 서류가 '적합'으로 판정된 제품만 제품심사 실시

3️⃣ **가격 서류심사 (8~11월):**

• 재료비, 매입원가 등 가격산출내역 검토 및 제조공정 확인

• 심사결과 보완 요청을 받은 경우, 통보일로부터 **7일 이내** 보완 및 제출

4️⃣ **제품심사 (10~11월):**

• 최종적으로 적합한 제품에 대해 심사가 이루어집니다.

⚠️ **주의사항:** 각 단계에서 요구되는 서류와 절차를 정확히 준수해야 합니다. 추가적인 정보나 문의사항이 있을 경우, 국민건강보험공단에 문의해 주세요.

📞 **문의:** 국민건강보험공단에 확인해 주세요.",success,기타
2025-08-11 16:48:50,신규급여결정신청진행절차는?,"**신규 급여결정신청 진행절차:**

1️⃣ **신청 및 접수:**

• 신청 기간: **2025년 8월 18일(월) ~ 8월 22일(금)**

• 신청 방법: 온라인(노인장기요양보험 홈페이지) 및 등기우편(USB) 제출

• 주의사항: 등기우편(USB) 접수는 마감일인 **2025년 8월 22일(금)**까지 등기 발송분만 인정됩니다.

2️⃣ **제품 서류심사 (8~9월):**

• 제출서류: 유통‧제조(수입) 실적, 규격 충족 입증서류 등

• 심사결과 보완요청을 받은 경우: 통보일로부터 **7일 이내** 보완‧제출

• 최종 서류 ‘적합’ 제품만 제품심사 실시

3️⃣ **가격 서류심사 (8~11월):**

• 검토 내용: 재료비, 매입원가 등 가격산출내역 및 제조공정

• 심사결과 보완요청을 받은 경우: 통보일로부터 **7일 이내** 보완‧제출

4️⃣ **제품심사 (10~11월):**

• 최종 서류심사에서 ‘적합’ 판정을 받은 제품만 심사 진행

⚠️ **주의사항:** 모든 서류는 정확하게 작성하여 제출해야 하며, 허위자료 제출 시 심사절차가 즉시 중단되고 ‘부적합’ 처리될 수 있습니다.

📞 **문의:** 자세한 사항은 국민건강보험공단에 문의해 주세요.",success,기타
2025-08-11 16:52:42,신규급여결정신청진행절차는?,"**신규 급여결정신청 진행절차:**

**신청 및 접수:**

• **기간:** 2025년 8월 18일(월)부터 8월 22일(금)까지

• **방법:** 온라인(노인장기요양보험 홈페이지) 신청 및 등기우편(USB) 제출

• **주의사항:** 등기우편(USB) 접수는 마감일인 2025년 8월 22일(금)까지 등기 발송된 것만 인정됩니다.

**제품 서류심사 (8~9월):**

• 유통‧제조(수입) 실적, 규격 충족 입증서류 등 제출서류의 적정성 검토

• 심사결과 보완요청을 받은 경우, 통보일로부터 **7일 이내** 보완‧제출해야 하며, 최종 서류가 '적합'으로 판정된 제품만 제품심사를 실시합니다.

**가격 서류심사 (8~11월):**

• 재료비, 매입원가 등 가격산출내역 검토 및 제조공정 검토‧확인

• 심사결과 보완요청을 받은 경우, 통보일로부터 **7일 이내** 보완‧제출해야 합니다.

**제품심사 (10~11월):**

• 최종 서류심사에서 '적합'으로 판정된 제품에 한해 제품심사가 진행됩니다.

⚠️ **주의사항:** 모든 서류는 정확하게 작성하여 제출해야 하며, 허위자료 제출 시 심사절차가 즉시 중단되고 '부적합' 처리될 수 있습니다. 

📞 **문의:** 자세한 사항은 국민건강보험공단에 문의해 주세요.",success,기타
2025-08-11 17:07:08,제품관련점검표에는 어떤게있아ㅓ,"**제품 관련 점검표:**

제품 관련 점검표는 **국내 제조** 및 **수입 제품**에 대해 작성해야 하는 서류입니다. 이 점검표에는 다음과 같은 정보가 포함됩니다:

• **업체 정보:**
  - 업체명
  - 사업자등록번호
  - 대표자명 및 생년월일
  - 설립 구분 (개인 또는 법인)
  - 연락처 (회사 이메일, 팩스번호)
  - 소재지 (사업장, 공장)

• **제품 정보:**
  - 이전 신청일자
  - 통보 결과 및 사유
  - 품목명 및 제품명
  - 판매 희망가
  - 우수제품 코드
  - 제조물 배상 책임 보험 기간
  - 우수제품 지정 기간
  - 크기 (가로 x 세로 x 높이, cm)
  - 무게 (kg)
  - 주요 재질
  - 색상
  - 품질 시스템 인증 현황 (ISO9001 또는 ISO13485)
  - 원산지 정보 (국내 또는 수입)

⚠️ **주의사항:** 원산지 표시 규정에 따라 정확히 표시해야 합니다.

이 점검표는 **공통 서식**으로 작성 항목 등을 임의로 변경할 수 없으며, 작성란(공란)만 기재해야 합니다. 

📞 **문의:** 더 자세한 사항은 국민건강보험공단에 문의해 주세요.",success,품목
2025-08-11 17:25:51,신규급여결정신청진행절차 전부 말해줘,"**신규급여결정신청진행절차:**

1️⃣ **신청서 작성 및 제출:**

• 신규 급여결정신청은 정해진 기간 내에만 가능합니다. 신청서 작성 시 지정된 형식(파일 용량, 확장자 등)을 준수해야 합니다.

• 자세한 사항은 온라인 신청 절차 안내서를 참고하시기 바랍니다.

2️⃣ **심사 절차:**

• 신청서가 제출되면 서류 및 제품 심사와 가격 산정이 이루어집니다.

• 심사 과정에서 허위 자료 제출이 확인될 경우, 심사 절차가 즉시 중단되고 '부적합' 처리됩니다.

• 복지용구 신규 급여결정신청은 최대 2회까지 제한됩니다.

⚠️ **주의사항:** 허위 자료 제출 시 사문서 위조에 따른 소송이 제기될 수 있으니, 서류 제출 전 반드시 원가 요소 등을 올바르게 작성했는지 면밀히 확인 후 제출하시기 바랍니다.

3️⃣ **결과 통보:**

• 신청일로부터 **120일 이내**에 급여결정신청 결과가 통보됩니다.

4️⃣ **최종 심의 및 고시:**

• 장기요양위원회의 최종 심의를 거쳐 보건복지부 장관이 고시합니다.

• 장기요양위원회 심의 결과에 따라 급여 인정 여부가 최종 결정됩니다.

📞 **문의:** 더 자세한 사항은 국민건강보험공단에 문의해 주세요.",success,기타
2025-08-11 17:26:40,신규급여결정신청진행절차는?,"**신규 급여결정신청 진행절차:**

1️⃣ **신청 및 접수:**

• 신청 기간: **2025년 8월 18일(월) ~ 8월 22일(금)**

• 신청 방법: 온라인(노인장기요양보험 홈페이지) 신청 및 등기우편(USB) 제출

• 주의사항: 등기우편(USB) 접수는 마감일인 **2025년 8월 22일(금)**까지 등기 발송분만 인정됩니다.

2️⃣ **제품 서류심사 (8~9월):**

• 제출서류: 유통‧제조(수입) 실적, 규격 충족 입증서류 등

• 심사결과 보완요청을 받은 경우: 통보일로부터 **7일 이내** 보완‧제출

• 최종 서류 ‘적합’ 제품만 제품심사 실시

3️⃣ **가격 서류심사 (8~11월):**

• 검토 내용: 재료비, 매입원가 등 가격산출내역 및 제조공정

• 심사결과 보완요청을 받은 경우: 통보일로부터 **7일 이내** 보완‧제출

4️⃣ **제품심사 (10~11월):**

• 최종 서류심사에서 ‘적합’ 판정을 받은 제품만 심사 진행

⚠️ **주의사항:** 모든 서류는 정확하고 올바르게 작성하여 제출해야 하며, 허위자료 제출 시 심사절차가 즉시 중단되고 ‘부적합’ 처리될 수 있습니다.

📞 **문의:** 자세한 사항은 국민건강보험공단에 문의해 주세요.",success,기타
2025-08-11 17:29:53,신규급여결정신청진행절차,"**신규 급여결정신청 진행절차:**

**신청 및 접수:**

• 신청 기간: **2025년 8월 18일(월) ~ 8월 22일(금)**

• 신청 방법: 온라인(노인장기요양보험 홈페이지) 신청 및 등기우편(USB) 제출

• 주의사항: 등기우편(USB) 접수는 **마감일(2025년 8월 22일(금))**까지 등기 발송분만 인정됩니다.

**제품 서류심사 (8~9월):**

• 제출서류: 유통‧제조(수입) 실적, 규격 충족 입증서류 등

• 심사결과 보완요청을 받은 경우: 통보일로부터 **7일 이내** 보완‧제출

• 최종 서류 ‘적합’ 제품만 제품심사 실시

**가격 서류심사 (8~11월):**

• 검토 내용: 재료비, 매입원가 등 가격산출내역 및 제조공정

• 심사결과 보완요청을 받은 경우: 통보일로부터 **7일 이내** 보완‧제출

**제품심사 (10~11월):**

• 최종 서류심사에서 ‘적합’ 판정을 받은 제품만 심사 진행

⚠️ **주의사항:** 모든 서류는 정확하게 작성하여 제출해야 하며, 허위자료 제출 시 심사절차가 즉시 중단되고 ‘부적합’ 처리될 수 있습니다.

📞 **문의:** 자세한 사항은 국민건강보험공단에 문의해 주세요.",success,기타
2025-08-11 17:31:18,신규급여결정신청진행절차,"**신규 급여결정신청 진행절차:**

**신청 및 접수:**

• 신청 기간: **2025년 8월 18일(월) ~ 8월 22일(금)**

• 신청 방법: 온라인(노인장기요양보험 홈페이지) 신청 및 등기우편(USB) 제출

• 주의사항: 등기우편(USB) 접수는 **마감일(2025년 8월 22일(금))**까지 등기 발송분만 인정됩니다.

**제품 서류심사 (8~9월):**

• 제출서류: 유통‧제조(수입) 실적, 규격 충족 입증서류 등

• 심사결과 보완요청을 받은 경우: 통보일로부터 **7일 이내** 보완‧제출

• 최종 서류 ‘적합’ 제품만 제품심사 실시

**가격 서류심사 (8~11월):**

• 검토 내용: 재료비, 매입원가 등 가격산출내역 및 제조공정

• 심사결과 보완요청을 받은 경우: 통보일로부터 **7일 이내** 보완‧제출

**제품심사 (10~11월):**

• 최종 서류심사에서 ‘적합’ 판정을 받은 제품만 심사 진행

⚠️ **주의사항:** 모든 서류는 정확하고 올바르게 작성하여 제출해야 하며, 허위자료 제출 시 심사절차가 즉시 중단되고 ‘부적합’ 처리될 수 있습니다.

📞 **문의:** 자세한 사항은 국민건강보험공단에 문의해 주세요.",success,기타
2025-08-11 17:32:08,신규급여결정신청진행절차 전부 말해줘,"**신규급여결정신청진행절차:**

1️⃣ **신청서 작성 및 제출:**

• 신규 급여 결정 신청은 **신청 기간 내**에만 가능합니다.

• 신청서 작성 시 **지정된 형식**(파일 용량, 확장자 등)을 준수해야 합니다.

• 자세한 사항은 **온라인 신청 절차 안내서**를 참고하시기 바랍니다.

2️⃣ **심사 절차:**

• **서류 및 제품 심사**와 **가격 산정**이 이루어집니다.

• 심사 과정에서 **허위 자료 제출**이 확인될 경우, 심사 절차가 즉시 중단되고 **'부적합'** 처리됩니다.

• 복지용구 신규 급여 결정 신청이 **2회 제한**됩니다.

⚠️ **주의사항:** 허위 자료 제출 시 사문서 위조에 따른 소송이 제기될 수 있습니다. 서류 제출 전 반드시 **원가 요소** 등을 올바르게 작성했는지 면밀히 확인 후 제출하시기 바랍니다.

3️⃣ **결과 통보:**

• 신청일로부터 **120일 이내**에 급여 결정 신청 결과가 통보됩니다.

4️⃣ **최종 심의 및 고시:**

• **장기요양위원회**의 최종 심의를 거쳐 **보건복지부 장관**이 고시합니다.

• 장기요양위원회 심의 결과에 따라 **급여 인정 여부**가 최종 결정됩니다.

📞 **문의:** 더 궁금한 사항이 있으시면 국민건강보험공단에 문의해 주세요.",success,기타
2025-08-12 09:34:20,신규급여결정신청 하는방법,"**신규급여결정신청 방법 안내**

**신청 기간:**

• 신규 급여 결정 신청은 **신규급여결정신청기간** 내에만 가능합니다.

**신청서 작성 및 제출:**

• 신청서를 작성할 때는 **지정된 형식**(파일 용량, 확장자 등)을 준수해야 합니다.

• 자세한 사항은 **[붙임2] 온라인 신청 절차 안내서**를 참고하시기 바랍니다.

**신청 품목 심사:**

• 신규 신청 품목(고시 외)은 위원회 심의 결과에 따라 **급여 인정** 여부가 결정됩니다.

1️⃣ **품목·제품 모두 급여 인정**되는 경우: 동시 급여 등재

2️⃣ **품목이 급여 불인정**되는 경우: 해당 제품도 급여 불인정

**주의사항:**

⚠️ 허위 자료 제출 시 심사 절차가 즉시 중단되며, **'부적합' 처리**됩니다.

⚠️ 복지용구 신규 급여 결정 신청이 **2회 제한**될 수 있습니다.

⚠️ 사문서 위조에 따른 **소송 제기** 등의 불이익이 발생할 수 있습니다.

**결과 통보:**

• 신청일로부터 **120일 이내**에 급여 결정 신청 결과가 통보됩니다.

**문의:**

📞 자세한 사항은 국민건강보험공단에 문의해 주세요.

신청 과정에서 궁금한 점이 있으면 언제든지 문의하시기 바랍니다. 어르신께서 이해하기 쉽게 설명드리겠습니다.",success,기타
2025-08-12 09:34:57,신규급여결정신청,"**신규급여결정신청 안내**

**신청 기간:**

• 신규 급여 결정 신청은 **신청 기간 내**에만 가능합니다. 신청 기간을 놓치지 않도록 주의해 주세요.

**신청 방법:**

• 신청서를 작성하고 파일을 첨부할 때는 **지정된 형식**(파일 용량, 확장자 등)을 준수해야 합니다.

• 자세한 사항은 **[붙임2] 온라인 신청 절차 안내서**를 참고하시기 바랍니다.

**신청 품목 심사:**

• 신규 신청 품목(고시 외)은 위원회 심의 결과에 따라 결정됩니다.

1️⃣ **급여 인정**: 품목과 제품 모두 급여 인정이 되면 동시에 급여 등재됩니다.

2️⃣ **급여 불인정**: 품목이 급여 불인정이 되면 해당 제품도 급여 불인정이 됩니다.

**주의사항:**

⚠️ 허위 자료 제출에 따른 기망 행위를 근절하기 위해, 심사 과정에서 허위 자료 제출이 확인되면 심사 절차가 즉시 중단되고 '부적합' 처리됩니다.

⚠️ 복지용구 신규 급여 결정 신청이 **2회 제한**됩니다.

⚠️ 사문서 위조에 따른 소송 제기 등 불미스러운 일이 발생하지 않도록 서류 제출 전 반드시 원가 요소 등을 올바르게 작성하였는지 면밀히 확인 후 제출하시기 바랍니다.

**결과 통보:**

• 신청일로부터 **120일 이내**에 급여 결정 신청 결과가 통보됩니다.

**문의:**

📞 자세한 사항은 국민건강보험공단에 문의해 주세요.",success,기타
2025-08-12 09:39:01,새로운 급여제품등록하고싶어.,"**새로운 급여제품 등록 안내**

**신청 절차:**

1️⃣ **신청 기간:** 2025년 8월 18일(월)부터 8월 22일(금)까지입니다.

2️⃣ **신청 방법:** 
   • 온라인 신청: 노인장기요양보험 홈페이지를 통해 가능합니다.
   • 등기우편 접수: USB로 제출하셔야 합니다.
   • 온라인 신청 방법은 공고문에 첨부된 '온라인신청절차안내서'를 참고하세요.

**제출 서류:**

• 제출 서류와 업체명, 제품명이 일치해야 합니다.
• 수입신고필증, 시험 성적서, 인증서 등의 서류가 필요합니다.
• 서류 누락이나 서식 변경 없이 정확히 작성해야 합니다.

**주의사항:**

⚠️ **제한 대상:** 
   • 최근 1년 이내 허위 자료를 제출한 경우
   • 기준고시에 등재된 품목과 중복되는 경우
   • 복지용구 예비급여 시범사업을 통해 평가 중인 품목

**문의:**

📞 **문의:** 국민건강보험공단에 확인해 주세요.

신청 전에 모든 서류와 절차를 꼼꼼히 확인하시고, 궁금한 점이 있으면 국민건강보험공단에 문의하시는 것이 좋습니다.",success,품목
2025-08-12 11:27:43,신규급여신청하는방법,"**신규 급여 신청 방법:**

**신청 기간:**

• **2025년 8월 18일(월)**부터 **8월 22일(금)**까지입니다.

**신청 방법:**

• **온라인 신청:** 노인장기요양보험 홈페이지를 통해 신청 가능합니다.

• **등기우편 제출:** USB에 필요한 서류를 담아 등기우편으로 제출하실 수 있습니다. 단, **마감일(2025년 8월 22일)**까지 등기 발송된 것만 인정됩니다.

**서류 심사:**

• **8월부터 9월까지** 진행됩니다.

• 유통 및 제조(수입) 실적, 규격 충족 입증서류 등의 제출서류의 적정성을 검토합니다.

• 심사 결과 보완 요청을 받은 경우, 통보일로부터 **7일 이내**에 보완하여 제출해야 합니다. 최종 서류가 '적합'으로 판정된 제품만 제품 심사를 받게 됩니다.

**가격 서류 심사:**

• **8월부터 11월까지** 진행됩니다.

• 재료비, 매입원가 등 가격 산출 내역을 검토하고 제조 공정을 확인합니다.

• 심사 결과 보완 요청을 받은 경우, 통보일로부터 **7일 이내**에 보완하여 제출해야 합니다.

**제품 심사:**

• **10월부터 11월까지** 진행됩니다.

⚠️ **주의사항:** 허위 자료 제출 시 심사 절차가 즉시 중단되며, '부적합' 처리됩니다. 또한, 복지용구 신규 급여 결정 신청이 **2회 제한**될 수 있습니다.

📞 **문의:** 더 자세한 사항은 국민건강보험공단에 문의해 주세요.",success,기타
